Date,Species_ID,Field_Site,Event,Event_True,Time_Point,Acclimation_Period,Treatment,Bucket,Base_Width,Base_Length,Base_Diagonal,Fv_Fm_1,Fv_Fm_2,Fv_Fm_3,Nb_tentacles,Weight_Total_g,Weight_Tube_g,Weight_Tentacle_g,Green_cells,Dino_cells,MI_green,MI_dino,Feeding_Time_Min,Feeding_Time,Feeding_Start,Feeding_Stop,Photo_ID,Removed
11/6/2021,G25S,Scotts,Pre-heat,Acclimation_End,3,,Control,J,,,,0.37,0.354,0.383,,,,0,,,,,,,,,,
11/6/2021,G12F,Foreshore,Pre-heat,Acclimation_End,3,14,Control,K,,,,0.552,0.496,0.422,,,,0,,,,,,,,,,
11/6/2021,G20S,Scotts,Pre-heat,Acclimation_End,3,,Control,K,,,,0.145,0.108,0.174,,,,0,,,,,,,,,,
11/6/2021,G10F,Foreshore,Pre-heat,Acclimation_End,3,14,Control,K,,,,0.408,0.424,0.436,,,,0,,,,,,,,,,
11/6/2021,G8F,Foreshore,Pre-heat,Acclimation_End,3,14,Control,L,,,,0.559,0.452,0.394,,,,0,,,,,,,,,,
11/6/2021,G6F,Foreshore,Pre-heat,Acclimation_End,3,14,Control,L,,,,0.623,0.551,0.488,,,,0,,,,,,,,,,
11/6/2021,G30B,Bluestone,Pre-heat,Acclimation_End,3,6,Control,L,,,,0.381,0.367,0.392,,,,0,,,,,,,,,,
11/6/2021,G26S,Scotts,Pre-heat,Acclimation_End,3,,25C,C,,,,0.14,0.13,0.067,,,,0,,,,,,,,,,
11/6/2021,G2F,Foreshore,Pre-heat,Acclimation_End,3,15,25C,C,,,,0.507,0.484,0.585,,,,0,,,,,,,,,,
11/6/2021,G9F,Foreshore,Pre-heat,Acclimation_End,3,14,25C,C,,,,0.463,0.296,0.477,,,,0,,,,,,,,,,
11/6/2021,G14F,Foreshore,Pre-heat,Acclimation_End,3,14,25C,A,,,,0.426,0.405,0.541,,,,0,,,,,,,,,,
11/6/2021,G21S,Scotts,Pre-heat,Acclimation_End,3,,25C,A,,,,0.01,0.04,0.04,,,,0,,,,,,,,,,
11/6/2021,G34B,Bluestone,Pre-heat,Acclimation_End,3,6,25C,A,,,,0.105,0.069,0.069,,,,0,,,,,,,,,,
11/6/2021,G23S,Scotts,Pre-heat,Acclimation_End,3,,25C,B,,,,0.086,0.195,0.114,,,,0,,,,,,,,,,
11/6/2021,G28B,Bluestone,Pre-heat,Acclimation_End,3,6,25C,B,,,,0.04,0.061,0.02,,,,0,,,,,,,,,,
11/6/2021,G5F,Foreshore,Pre-heat,Acclimation_End,3,15,25C,B,,,,0.533,0.456,0.47,,,,0,,,,,,,,,,
11/6/2021,G22S,Scotts,Pre-heat,Acclimation_End,3,,25C,D,,,,0.059,0.05,0.04,,,,0,,,,,,,,,,
11/6/2021,G35B,Bluestone,Pre-heat,Acclimation_End,3,6,25C,D,,,,0.479,0.465,0.554,,,,0,,,,,,,,,,
11/6/2021,G4F,Foreshore,Pre-heat,Acclimation_End,3,15,25C,D,,,,0.377,0.521,0.593,,,,0,,,,,,,,,,
11/6/2021,G13F,Foreshore,Pre-heat,Acclimation_End,3,14,30C,H,,,,0.47,0.446,0.573,,,,0,,,,,,,,,,
11/6/2021,G3F,Foreshore,Pre-heat,Acclimation_End,3,15,30C,H,,,,0.53,0.566,0.565,,,,0,,,,,,,,,,
11/6/2021,G11F,Foreshore,Pre-heat,Acclimation_End,3,14,30C,H,,,,0.557,0.552,0.411,,,,0,,,,,,,,,,
11/6/2021,G18S,Scotts,Pre-heat,Acclimation_End,3,,30C,G,,,,0.51,0.582,0.403,,,,0,,,,,,,,,,
11/6/2021,G36B,Bluestone,Pre-heat,Acclimation_End,3,6,30C,G,,,,0.42,0.523,0.433,,,,0,,,,,,,,,,
11/6/2021,G31B,Bluestone,Pre-heat,Acclimation_End,3,6,30C,G,,,,0.078,0.078,0.107,,,,0,,,,,,,,,,
11/6/2021,G19S,Scotts,Pre-heat,Acclimation_End,3,,30C,F,,,,0.532,0.399,0.437,,,,0,,,,,,,,,,
11/6/2021,G24S,Scotts,Pre-heat,Acclimation_End,3,,30C,F,,,,0.473,0.411,0.443,,,,0,,,,,,,,,,
11/6/2021,G38B,Bluestone,Pre-heat,Acclimation_End,3,6,30C,F,,,,0.615,0.557,0.632,,,,0,,,,,,,,,,
11/6/2021,G37B,Bluestone,Pre-heat,Acclimation_End,3,6,30C,E,,,,0.619,0.579,0.506,,,,0,,,,,,,,,,
11/6/2021,G15S,Scotts,Pre-heat,Acclimation_End,3,,30C,E,,,,0.29,0.241,0.316,,,,0,,,,,,,,,,
11/6/2021,G1F,Foreshore,Pre-heat,Acclimation_End,3,15,30C,E,,,,0.511,0.521,0.542,,,,0,,,,,,,,,,
11/6/2021,G10F,Foreshore,Post-heat,,4,,Control,K,,,,0.346,0.201,0.35,,,,0,,,,,,,,,,
11/6/2021,G20S,Scotts,Post-heat,,4,,Control,K,,,,0.146,0.168,0.119,,,,0,,,,,,,,,,
11/6/2021,G12F,Foreshore,Post-heat,,4,,Control,K,,,,0.457,0.456,0.425,,,,0,,,,,,,,,,
11/6/2021,G30B,Bluestone,Post-heat,,4,,Control,L,,,,0.302,0.349,0.416,,,,0,,,,,,,,,,
11/6/2021,G8F,Foreshore,Post-heat,,4,,Control,L,,,,0.353,0.415,0.31,,,,0,,,,,,,,,,
11/6/2021,G6F,Foreshore,Post-heat,,4,,Control,L,,,,0.446,0.359,0.28,,,,0,,,,,,,,,,
11/6/2021,G16S,Scotts,Post-heat,,4,,Control,J,,,,0.507,0.428,0.491,,,,0,,,,,,,,,,
11/6/2021,G25S,Scotts,Post-heat,,4,,Control,J,,,,0.362,0.337,0.197,,,,0,,,,,,,,,,
11/6/2021,G29B,Bluestone,Post-heat,,4,,Control,J,,,,0.479,0.315,0.405,,,,0,,,,,,,,,,
11/6/2021,G17S,Scotts,Post-heat,,4,,Control,I,,,,0.326,0.232,0.376,,,,0,,,,,,,,,,
11/6/2021,G7F,Foreshore,Post-heat,,4,,Control,I,,,,0.358,0.43,0.447,,,,0,,,,,,,,,,
11/6/2021,G27B,Bluestone,Post-heat,,4,,Control,I,,,,0.396,0.402,0.402,,,,0,,,,,,,,,,
11/6/2021,G18S,Scotts,Post-heat,,4,,30C,G,,,,0.52,0.466,0.534,,,,0,,,,,,,,,,
11/6/2021,G36B,Bluestone,Post-heat,,4,,30C,G,,,,0.5,0.525,0.536,,,,0,,,,,,,,,,
11/6/2021,G31B,Bluestone,Post-heat,,4,,30C,G,,,,0.257,0.215,0.151,,,,0,,,,,,,,,,
11/6/2021,G15S,Scotts,Post-heat,,4,,30C,E,,,,0.338,0.241,0.277,,,,0,,,,,,,,,,
11/6/2021,G1F,Foreshore,Post-heat,,4,,30C,E,,,,0.581,0.57,0.551,,,,0,,,,,,,,,,
11/6/2021,G37B,Bluestone,Post-heat,,4,,30C,E,,,,0.56,0.568,0.586,,,,0,,,,,,,,,,
11/6/2021,G19S,Scotts,Post-heat,,4,,30C,F,,,,0.423,0.47,0.556,,,,0,,,,,,,,,,
11/6/2021,G38B,Bluestone,Post-heat,,4,,30C,F,,,,0.571,0.626,0.535,,,,0,,,,,,,,,,
11/6/2021,G24S,Scotts,Post-heat,,4,,30C,F,,,,0.479,0.536,0.433,,,,0,,,,,,,,,,
11/6/2021,G3F,Foreshore,Post-heat,,4,,30C,H,,,,0.535,0.362,0.472,,,,0,,,,,,,,,,
11/6/2021,G13F,Foreshore,Post-heat,,4,,30C,H,,,,0.264,0.492,0.439,,,,0,,,,,,,,,,
11/6/2021,G11F,Foreshore,Post-heat,,4,,30C,H,,,,0.413,0.6,0.605,,,,0,,,,,,,,,,
11/6/2021,G28B,Bluestone,Post-heat,,4,,25C,B,,,,0.061,0.07,0.032,,,,0,,,,,,,,,,
11/6/2021,G5F,Foreshore,Post-heat,,4,,25C,B,,,,0.553,0.525,0.476,,,,0,,,,,,,,,,
11/6/2021,G23S,Scotts,Post-heat,,4,,25C,B,,,,0.451,0.542,0.397,,,,0,,,,,,,,,,
11/6/2021,G26S,Scotts,Post-heat,,4,,25C,C,,,,0.197,0.13,0.095,,,,0,,,,,,,,,,
11/6/2021,G9F,Foreshore,Post-heat,,4,,25C,C,,,,0.554,0.532,0.522,,,,0,,,,,,,,,,
11/6/2021,G2F,Foreshore,Post-heat,,4,,25C,C,,,,0.558,0.543,0.556,,,,0,,,,,,,,,,
11/6/2021,G4F,Foreshore,Post-heat,,4,,25C,D,,,,0.567,0.474,0.559,,,,0,,,,,,,,,,
11/6/2021,G22S,Scotts,Post-heat,,4,,25C,D,,,,0.032,0.052,0.092,,,,0,,,,,,,,,,
11/6/2021,G35B,Bluestone,Post-heat,,4,,25C,D,,,,0.507,0.413,0.598,,,,0,,,,,,,,,,
11/6/2021,G21S,Scotts,Post-heat,,4,,25C,A,,,,0.032,0.031,0.063,,,,0,,,,,,,,,,
11/6/2021,G34B,Bluestone,Post-heat,,4,,25C,A,,,,0.082,0.067,0.117,,,,0,,,,,,,,,,
11/6/2021,G14F,Foreshore,Post-heat,,4,,25C,A,,,,0.575,0.553,0.537,,,,0,,,,,,,,,,
11/7/2021,G30B,Bluestone,Pre-heat,,5,,Control,L,,,,0.381,0.408,0.393,,,,0,,,,,,,,,,
11/7/2021,G6F,Foreshore,Pre-heat,,5,,Control,L,,,,0.594,0.506,0.495,,,,0,,,,,,,,,,
11/7/2021,G8F,Foreshore,Pre-heat,,5,,Control,L,,,,0.466,0.525,0.507,,,,0,,,,,,,,,,
11/7/2021,G10F,Foreshore,Pre-heat,,5,,Control,K,,,,0.411,0.532,0.413,,,,0,,,,,,,,,,
11/7/2021,G20S,Scotts,Pre-heat,,5,,Control,K,,,,0.312,0.326,0.284,,,,0,,,,,,,,,,
11/7/2021,G12F,Foreshore,Pre-heat,,5,,Control,K,,,,0.57,0.622,0.444,,,,0,,,,,,,,,,
11/7/2021,G22S,Scotts,Pre-heat,,5,,25C,D,,,,0.039,0.069,0.05,,,,0,,,,,,,,,,
11/7/2021,G35B,Bluestone,Pre-heat,,5,,25C,D,,,,0.46,0.599,0.526,,,,0,,,,,,,,,,
11/7/2021,G4F,Foreshore,Pre-heat,,5,,25C,D,,,,0.473,0.449,0.533,,,,0,,,,,,,,,,
11/7/2021,G23S,Scotts,Pre-heat,,5,,25C,B,,,,0.241,0.255,0.128,,,,0,,,,,,,,,,
11/7/2021,G28B,Bluestone,Pre-heat,,5,,25C,B,,,,0.059,0.049,0.03,,,,0,,,,,,,,,,
11/7/2021,G5F,Foreshore,Pre-heat,,5,,25C,B,,,,0.505,0.548,0.604,,,,0,,,,,,,,,,
11/7/2021,G26S,Scotts,Pre-heat,,5,,25C,C,,,,0.157,0.159,0.096,,,,0,,,,,,,,,,
11/7/2021,G2F,Foreshore,Pre-heat,,5,,25C,C,,,,0.563,0.484,0.561,,,,0,,,,,,,,,,
11/7/2021,G9F,Foreshore,Pre-heat,,5,,25C,C,,,,0.472,0.474,0.55,,,,0,,,,,,,,,,
11/7/2021,G34B,Bluestone,Pre-heat,,5,,25C,A,,,,0.057,0.049,0.099,,,,0,,,,,,,,,,
11/7/2021,G21S,Scotts,Pre-heat,,5,,25C,A,,,,0.049,0.059,0.048,,,,0,,,,,,,,,,
11/7/2021,G14F,Foreshore,Pre-heat,,5,,25C,A,,,,0.547,0.495,0.53,,,,0,,,,,,,,,,
11/7/2021,G11F,Foreshore,Pre-heat,,5,,30C,H,,,,0.548,0.596,0.492,,,,0,,,,,,,,,,
11/7/2021,G13F,Foreshore,Pre-heat,,5,,30C,H,,,,0.469,0.553,0.483,,,,0,,,,,,,,,,
11/7/2021,G3F,Foreshore,Pre-heat,,5,,30C,H,,,,0.472,0.476,0.611,,,,0,,,,,,,,,,
11/7/2021,G18S,Scotts,Pre-heat,,5,,30C,G,,,,0.533,0.443,0.565,,,,0,,,,,,,,,,
11/7/2021,G36B,Bluestone,Pre-heat,,5,,30C,G,,,,0.522,0.506,0.524,,,,0,,,,,,,,,,
11/7/2021,G31B,Bluestone,Pre-heat,,5,,30C,G,,,,0.093,0.104,0.277,,,,0,,,,,,,,,,
11/7/2021,G38B,Bluestone,Pre-heat,,5,,30C,F,,,,0.557,0.627,0.615,,,,0,,,,,,,,,,
11/7/2021,G24S,Scotts,Pre-heat,,5,,30C,F,,,,0.419,0.451,0.491,,,,0,,,,,,,,,,
11/7/2021,G19S,Scotts,Pre-heat,,5,,30C,F,,,,0.545,0.599,0.6,,,,0,,,,,,,,,,
11/7/2021,G37B,Bluestone,Pre-heat,,5,,30C,E,,,,0.628,0.608,0.595,,,,0,,,,,,,,,,
11/7/2021,G15S,Scotts,Pre-heat,,5,,30C,E,,,,0.353,0.397,0.406,,,,0,,,,,,,,,,
11/7/2021,G1F,Foreshore,Pre-heat,,5,,30C,E,,,,0.657,0.634,0.558,,,,0,,,,,,,,,,
11/7/2021,G29B,Bluestone,Pre-heat,,5,,Control,J,,,,0.417,0.486,0.363,,,,0,,,,,,,,,,
11/7/2021,G16S,Scotts,Pre-heat,,5,,Control,J,,,,0.578,0.526,0.548,,,,0,,,,,,,,,,
11/7/2021,G25S,Scotts,Pre-heat,,5,,Control,J,,,,0.215,0.305,0.176,,,,0,,,,,,,,,,
11/7/2021,G7F,Foreshore,Pre-heat,,5,,Control,I,,,,0.465,0.547,0.543,,,,0,,,,,,,,,,
11/7/2021,G17S,Scotts,Pre-heat,,5,,Control,I,,,,0.486,0.491,0.41,,,,0,,,,,,,,,,
11/7/2021,G27B,Bluestone,Pre-heat,,5,,Control,I,,,,0.48,0.502,0.51,,,,0,,,,,,,,,,
11/7/2021,G12F,Foreshore,Post-heat,,6,,Control,K,,,,0.575,0.592,0.585,,,,0,,,,,,,,,,
11/7/2021,G10F,Foreshore,Post-heat,,6,,Control,K,,,,0.498,0.462,0.528,,,,0,,,,,,,,,,
11/7/2021,G20S,Scotts,Post-heat,,6,,Control,K,,,,0.419,0.152,0.296,,,,0,,,,,,,,,,
11/7/2021,G6F,Foreshore,Post-heat,,6,,Control,L,,,,0.582,0.596,0.642,,,,0,,,,,,,,,,
11/7/2021,G30B,Bluestone,Post-heat,,6,,Control,L,,,,0.411,0.51,0.449,,,,0,,,,,,,,,,
11/7/2021,G8F,Foreshore,Post-heat,,6,,Control,L,,,,0.456,0.505,0.219,,,,0,,,,,,,,,,
11/7/2021,G27B,Bluestone,Post-heat,,6,,Control,I,,,,0.528,0.572,0.548,,,,0,,,,,,,,,,
11/7/2021,G7F,Foreshore,Post-heat,,6,,Control,I,,,,0.584,0.595,0.517,,,,0,,,,,,,,,,
11/7/2021,G17S,Scotts,Post-heat,,6,,Control,I,,,,0.373,0.531,0.565,,,,0,,,,,,,,,,
11/7/2021,G16S,Scotts,Post-heat,,6,,Control,J,,,,0.544,0.61,0.662,,,,0,,,,,,,,,,
11/7/2021,G25S,Scotts,Post-heat,,6,,Control,J,,,,0.368,0.48,0.169,,,,0,,,,,,,,,,
11/7/2021,G29B,Bluestone,Post-heat,,6,,Control,J,,,,0.586,0.587,0.559,,,,0,,,,,,,,,,
11/7/2021,G22S,Scotts,Post-heat,,6,,25C,D,,,,0.042,0.071,0.021,,,,0,,,,,,,,,,
11/7/2021,G35B,Bluestone,Post-heat,,6,,25C,D,,,,0.481,0.641,0.589,,,,0,,,,,,,,,,
11/7/2021,G4F,Foreshore,Post-heat,,6,,25C,D,,,,0.634,0.543,0.58,,,,0,,,,,,,,,,
11/7/2021,G23S,Scotts,Post-heat,,6,,25C,B,,,,0.256,0.313,0.135,,,,0,,,,,,,,,,
11/7/2021,G5F,Foreshore,Post-heat,,6,,25C,B,,,,0.549,0.577,0.592,,,,0,,,,,,,,,,
11/7/2021,G28B,Bluestone,Post-heat,,6,,25C,B,,,,0.032,0.053,0.043,,,,0,,,,,,,,,,
11/7/2021,G21S,Scotts,Post-heat,,6,,25C,A,,,,0.073,0.042,0.031,,,,0,,,,,,,,,,
11/7/2021,G14F,Foreshore,Post-heat,,6,,25C,A,,,,0.528,0.554,0.626,,,,0,,,,,,,,,,
11/7/2021,G34B,Bluestone,Post-heat,,6,,25C,A,,,,0.081,0.32,0.053,,,,0,,,,,,,,,,
11/7/2021,G9F,Foreshore,Post-heat,,6,,25C,C,,,,0.517,0.579,0.545,,,,0,,,,,,,,,,
11/7/2021,G26S,Scotts,Post-heat,,6,,25C,C,,,,0.155,0.079,0.091,,,,0,,,,,,,,,,
11/7/2021,G2F,Foreshore,Post-heat,,6,,25C,C,,,,0.529,0.248,0.64,,,,0,,,,,,,,,,
11/7/2021,G18S,Scotts,Post-heat,,6,,30C,G,,,,0.58,0.448,0.549,,,,0,,,,,,,,,,
11/7/2021,G36B,Bluestone,Post-heat,,6,,30C,G,,,,0.549,0.424,0.57,,,,0,,,,,,,,,,
11/7/2021,G31B,Bluestone,Post-heat,,6,,30C,G,,,,0.348,0.161,0.304,,,,0,,,,,,,,,,
11/7/2021,G11F,Foreshore,Post-heat,,6,,30C,H,,,,0.589,0.522,0.495,,,,0,,,,,,,,,,
11/7/2021,G13F,Foreshore,Post-heat,,6,,30C,H,,,,0.531,0.564,0.554,,,,0,,,,,,,,,,
11/7/2021,G3F,Foreshore,Post-heat,,6,,30C,H,,,,0.571,0.533,0.378,,,,0,,,,,,,,,,
11/7/2021,G24S,Scotts,Post-heat,,6,,30C,F,,,,0.49,0.516,0.509,,,,0,,,,,,,,,,
11/7/2021,G19S,Scotts,Post-heat,,6,,30C,F,,,,0.283,0.479,0.584,,,,0,,,,,,,,,,
11/7/2021,G38B,Bluestone,Post-heat,,6,,30C,F,,,,0.581,0.605,0.568,,,,0,,,,,,,,,,
11/7/2021,G37B,Bluestone,Post-heat,,6,,30C,E,,,,0.664,0.647,0.592,,,,0,,,,,,,,,,
11/7/2021,G16S,Scotts,Post-heat,,6,,30C,E,,,,0.464,0.496,0.322,,,,0,,,,,,,,,,
11/7/2021,G1F,Foreshore,Post-heat,,6,,30C,E,,,,0.655,0.513,0.669,,,,0,,,,,,,,,,
11/8/2021,G20S,Scotts,Pre-heat,,7,,Control,K,,,,0.278,0.214,0.089,,,,0,,,,,,,,,,
11/8/2021,G12F,Foreshore,Pre-heat,,7,,Control,K,,,,0.626,0.598,0.566,,,,0,,,,,,,,,,
11/8/2021,G10F,Foreshore,Pre-heat,,7,,Control,K,,,,0.536,0.497,0.592,,,,0,,,,,,,,,,
11/8/2021,G17S,Scotts,Pre-heat,,7,,Control,I,,,,0.499,0.521,0.371,,,,0,,,,,,,,,,
11/8/2021,G27B,Bluestone,Pre-heat,,7,,Control,I,,,,0.501,0.516,0.542,,,,0,,,,,,,,,,
11/8/2021,G7F,Foreshore,Pre-heat,,7,,Control,I,,,,0.568,0.566,0.562,,,,0,,,,,,,,,,
11/8/2021,G29B,Bluestone,Pre-heat,,7,,Control,J,,,,0.555,0.533,0.566,,,,0,,,,,,,,,,
11/8/2021,G16S,Scotts,Pre-heat,,7,,Control,J,,,,0.638,0.613,0.583,,,,0,,,,,,,,,,
11/8/2021,G25S,Scotts,Pre-heat,,7,,Control,J,,,,0.51,0.576,0.546,,,,0,,,,,,,,,,
11/8/2021,G8F,Foreshore,Pre-heat,,7,,Control,L,,,,0.603,0.533,0.453,,,,0,,,,,,,,,,
11/8/2021,G6F,Foreshore,Pre-heat,,7,,Control,L,,,,0.547,0.469,0.594,,,,0,,,,,,,,,,
11/8/2021,G30B,Bluestone,Pre-heat,,7,,Control,L,,,,0.503,0.516,0.534,,,,0,,,,,,,,,,
11/8/2021,G28B,Bluestone,Pre-heat,,7,,25C,B,,,,0.042,0.042,0.042,,,,0,,,,,,,,,,
11/8/2021,G23S,Scotts,Pre-heat,,7,,25C,B,,,,0.134,0.087,0.377,,,,0,,,,,,,,,,
11/8/2021,G5F,Foreshore,Pre-heat,,7,,25C,B,,,,0.587,0.613,0.585,,,,0,,,,,,,,,,
11/8/2021,G22S,Scotts,Pre-heat,,7,,25C,D,,,,0.053,0.04,0.021,,,,0,,,,,,,,,,
11/8/2021,G4F,Foreshore,Pre-heat,,7,,25C,D,,,,0.58,0.566,0.496,,,,0,,,,,,,,,,
11/8/2021,G35B,Bluestone,Pre-heat,,7,,25C,D,,,,0.522,0.582,0.546,,,,0,,,,,,,,,,
11/8/2021,G26S,Scotts,Pre-heat,,7,,25C,C,,,,0.175,0.29,0.302,,,,0,,,,,,,,,,
11/8/2021,G2F,Foreshore,Pre-heat,,7,,25C,C,,,,0.362,0.589,0.517,,,,0,,,,,,,,,,
11/8/2021,G9F,Foreshore,Pre-heat,,7,,25C,C,,,,0.521,0.569,0.508,,,,0,,,,,,,,,,
11/8/2021,G34B,Bluestone,Pre-heat,,7,,25C,A,,,,0.097,0.096,0.081,,,,0,,,,,,,,,,
11/8/2021,G21S,Scotts,Pre-heat,,7,,25C,A,,,,0.041,0.042,0.063,,,,0,,,,,,,,,,
11/8/2021,G14F,Foreshore,Pre-heat,,7,,25C,A,,,,0.545,0.606,0.591,,,,0,,,,,,,,,,
11/8/2021,G1F,Foreshore,Pre-heat,,7,,30C,E,,,,0.502,0.585,0.51,,,,0,,,,,,,,,,
11/8/2021,G15S,Scotts,Pre-heat,,7,,30C,E,,,,0.221,0.243,0.432,,,,0,,,,,,,,,,
11/8/2021,G37B,Bluestone,Pre-heat,,7,,30C,E,,,,0.615,0.594,0.59,,,,0,,,,,,,,,,
11/8/2021,G31B,Bluestone,Pre-heat,,7,,30C,G,,,,0.273,0.293,0.202,,,,0,,,,,,,,,,
11/8/2021,G36B,Bluestone,Pre-heat,,7,,30C,G,,,,0.568,0.563,0.565,,,,0,,,,,,,,,,
11/8/2021,G18S,Scotts,Pre-heat,,7,,30C,G,,,,0.41,0.46,0.559,,,,0,,,,,,,,,,
11/8/2021,G3F,Foreshore,Pre-heat,,7,,30C,H,,,,0.502,0.483,0.453,,,,0,,,,,,,,,,
11/8/2021,G13F,Foreshore,Pre-heat,,7,,30C,H,,,,0.486,0.567,0.515,,,,0,,,,,,,,,,
11/8/2021,G11F,Foreshore,Pre-heat,,7,,30C,H,,,,0.563,0.592,0.604,,,,0,,,,,,,,,,
11/8/2021,G38B,Bluestone,Pre-heat,,7,,30C,F,,,,0.644,0.564,0.483,,,,0,,,,,,,,,,
11/8/2021,G24S,Scotts,Pre-heat,,7,,30C,F,,,,0.469,0.505,0.53,,,,0,,,,,,,,,,
11/8/2021,G19S,Scotts,Pre-heat,,7,,30C,F,,,,0.486,0.585,0.564,,,,0,,,,,,,,,,
11/8/2021,G27B,Bluestone,Post-heat,Heat_End,8,6,Control,I,,,,0.505,0.5,0.565,,,,0,,,,,,,,,,
11/8/2021,G17S,Scotts,,Heat_End,8,,Control,I,,,,0.435,0.415,0.546,,,,0,,,,,,,,,,
11/8/2021,G7F,Foreshore,,Heat_End,8,14,Control,I,,,,0.538,0.473,0.492,,,,0,,,,,,,,,,
11/8/2021,G10F,Foreshore,,Heat_End,8,14,Control,K,,,,0.453,0.432,0.472,,,,0,,,,,,,,,,
11/8/2021,G20S,Scotts,,Heat_End,8,,Control,K,,,,0.226,0.154,0.23,,,,0,,,,,,,,,,
11/8/2021,G12S,Scotts,,Heat_End,8,14,Control,K,,,,0.584,0.569,0.412,,,,0,,,,,,,,,,
11/8/2021,G8F,Foreshore,,Heat_End,8,14,Control,L,,,,0.437,0.432,0.465,,,,0,,,,,,,,,,
11/8/2021,G6F,Foreshore,,Heat_End,8,14,Control,L,,,,0.444,0.519,0.479,,,,0,,,,,,,,,,
11/8/2021,G30B,Bluestone,,Heat_End,8,6,Control,L,,,,0.327,0.356,0.418,,,,0,,,,,,,,,,
11/8/2021,G25S,Scotts,,Heat_End,8,,Control,J,,,,0.452,0.345,0.507,,,,0,,,,,,,,,,
11/8/2021,G16S,Scotts,,Heat_End,8,,Control,J,,,,0.552,0.541,0.62,,,,0,,,,,,,,,,
11/8/2021,G29B,Bluestone,,Heat_End,8,6,Control,J,,,,0.457,0.443,0.384,,,,0,,,,,,,,,,
11/8/2021,G14F,Foreshore,,Heat_End,8,14,25C,A,,,,0.407,0.536,0.564,,,,0,,,,,,,,,,
11/8/2021,G21S,Scotts,,Heat_End,8,,25C,A,,,,0.078,0.069,0.086,,,,0,,,,,,,,,,
11/8/2021,G34B,Bluestone,,Heat_End,8,6,25C,A,,,,0.085,0.155,0.058,,,,0,,,,,,,,,,
11/8/2021,G22S,Scotts,,Heat_End,8,,25C,D,,,,0.01,0.061,0.07,,,,0,,,,,,,,,,
11/8/2021,G35B,Bluestone,,Heat_End,8,6,25C,D,,,,0.422,0.52,0.593,,,,0,,,,,,,,,,
11/8/2021,G4F,Foreshore,,Heat_End,8,15,25C,D,,,,0.51,0.494,0.539,,,,0,,,,,,,,,,
11/8/2021,G5F,Foreshore,,Heat_End,8,15,25C,B,,,,0.519,0.506,0.458,,,,0,,,,,,,,,,
11/8/2021,G28B,Bluestone,,Heat_End,8,6,25C,B,,,,0.03,0.079,0.11,,,,0,,,,,,,,,,
11/8/2021,G23S,Scotts,,Heat_End,8,,25C,B,,,,0.202,0.274,0.318,,,,0,,,,,,,,,,
11/8/2021,G26S,Scotts,,Heat_End,8,,25C,C,,,,0.049,0.107,0.093,,,,0,,,,,,,,,,
11/8/2021,G2F,Foreshore,,Heat_End,8,15,25C,C,,,,0.532,0.531,0.516,,,,0,,,,,,,,,,
11/8/2021,G9F,Foreshore,,Heat_End,8,14,25C,C,,,,0.475,0.455,0.495,,,,0,,,,,,,,,,
11/8/2021,G38B,Bluestone,,Heat_End,8,6,30C,F,,,,0.59,0.521,0.571,,,,0,,,,,,,,,,
11/8/2021,G24S,Scotts,,Heat_End,8,,30C,F,,,,0.347,0.496,0.424,,,,0,,,,,,,,,,
11/8/2021,G19S,Scotts,,Heat_End,8,,30C,F,,,,0.429,0.418,0.51,,,,0,,,,,,,,,,
11/8/2021,G11F,Foreshore,,Heat_End,8,14,30C,H,,,,0.421,0.369,0.47,,,,0,,,,,,,,,,
11/8/2021,G13F,Foreshore,,Heat_End,8,14,30C,H,,,,0.427,0.526,0.419,,,,0,,,,,,,,,,
11/8/2021,G3F,Foreshore,,Heat_End,8,15,30C,H,,,,0.505,0.567,0.445,,,,0,,,,,,,,,,
11/8/2021,G18S,Scotts,,Heat_End,8,,30C,G,,,,0.551,0.483,0.566,,,,0,,,,,,,,,,
11/8/2021,G36B,Bluestone,,Heat_End,8,6,30C,G,,,,0.465,0.539,0.446,,,,0,,,,,,,,,,
11/8/2021,G31B,Bluestone,,Heat_End,8,6,30C,G,,,,0.102,0.117,0.076,,,,0,,,,,,,,,,
11/8/2021,G1F,Foreshore,,Heat_End,8,15,30C,E,,,,0.421,0.45,0.525,,,,0,,,,,,,,,,
11/8/2021,G15S,Scotts,,Heat_End,8,,30C,E,,,,0.248,0.38,0.337,,,,0,,,,,,,,,,
11/8/2021,G37B,Bluestone,,Heat_End,8,6,30C,E,,,,0.533,0.548,0.437,,,,0,,,,,,,,,,
11/9/2021,G25S,Foreshore,Recovery,,9,,Control,J,42.9,40.5,34.7,0.556,0.504,0.531,3,1.7601,1.7449,0.0152,1,52,0.3,0.7,,,,,,
11/9/2021,G16S,Scotts,Recovery,,9,,Control,J,53.1,45.7,45.7,0.66,0.593,0.664,,,,0,,,,,,,,,,
11/9/2021,G29B,Bluestone,Recovery,,9,6,Control,J,36.6,26.6,28.1,0.512,0.32,0.547,,,,0,,,,,,,,,,
11/9/2021,G30B,Bluestone,Recovery,,9,6,Control,L,50.4,45.8,45.7,0.442,0.458,0.5,,,,0,,,,,0.12,0:07:00,14:05:00,14:12:00,,
11/9/2021,G6F,Foreshore,Recovery,,9,14,Control,L,97,66.4,78,0.573,0.63,0.653,,,,0,,,,,5.17,5:10:00,14:35:00,19:45:00,,
